text,label
"even through its flaws , revolution #9 proves to be a compelling , interestingly told film .",1
this is a very fine movie -- go see it .,1
"Subject: meoh upset
the meoh plant began having problems on june 30 . on july 3 , a flange fire on
piping occurred . the piping could not be depressured and the plant was shut
down . no eta for plant startup is available at this time . additional
information will be forwarded when available .",0
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,1
"Subject: cornhusker - lone star payments
section 6 . 4 of tenaska iv ' s gas transportation agreement with lone star requires the shipper to pay transporter $ 1 , 040 , 000 in transportation fees and / or deficienty payments from the initial delivery date through december 31 , 2003 . do we know what the payments to lone star have been to date ? if not , can we find out by contacting lone star ?
rh",0
"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year .",0
"a deceivingly simple film , one that grows in power in retrospect .",1
if this story must be told and retold -- and indeed it must -- then the grey zone is to be lauded for finding a new and ingenious angle .,1
"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . .",1
"men in black ii has sequel-itis something fierce . an ungainly , comedy-deficient , b-movie rush job . . .",0
"unfortunately , one hour photo lives down to its title . thanks largely to williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",0
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn .,1
it's all pretty tame . the most offensive thing about the movie is that hollywood expects people to pay to see it .,0
"Subject: reliant ' s attempt at humor
look what our competition thinks about us .
- - - - - - - - - - - - - - - - - - - - - - forwarded by steve venturatos / hou / ect on 06 / 21 / 2000
03 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
angie zeman @ enron
06 / 21 / 2000 02 : 18 pm
to : steve venturatos / hou / ect @ ect
cc :
subject : reliant ' s attempt at humor
-
thought you might like to see ( and get a laugh at ) what ; s going around !
- -
thought you would find the below "" press release "" a bit
humorous . . . . . . . . . . . . . . . . . . . . . . . . . . . . everyone is always looking to bash
# 1 . . . . . . . . . . . and from the looks of the cc ' s , it has made a good loop around
at both reliant and the diner .
for immediate release
- - - - - - - - - - - - - - - - - - - - - - -
today enron and hades announced a definitive energy services agreement said
to be worth an estimated $ 666 trillion .
in the deal , enron will provide both gas and electric commodities to hades '
facilities throughout and under north america . john d . rockefeller , former
ceo of energy monopolist standard oil , is now head of hades ' energy
management division . said rockefeller , "" obviously hell has significant
heating demands . while eternal flames are a great idea in concept , they
require vast and reliable fuel resources . enron was the only supplier
willing to make a deal with my boss , and , as a former monopolist , i just
like the way they do business . ""
a spokesperson for enron said the two cultures were able to work easily
together during negotiations . according to the company , "" the deal fits both
companies exceptionally well . with hades ' ability to attract and retain new
customers , we see this as a fabulous growth opportunity for millennia to
come . "" according to several energy industry insiders , hades ' high heating
demand with very little need for summer air conditioning make it a very
attractive energy portfolio addition .
hades is a multinational corporation with millions of sites worldwide and
approximately 173 quintillion customers . the entity boasts sustained high
growth rates over the last two thousand years .
enron is one of the world ' s leading energy and communications companies .
the company owns approximately $ 37 billion in energy and communications
assets . enron ranks in the top quarter of fortune ' s "" best 100 companies to
work for if you can keep a job there and don ' t mind working 80 hours a
week , "" and is among the most respected corporations in america , as ranked by
customers with respect - us - or - get - curtailed clauses in their energy supply
contracts .",1
part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1
"Subject: hpl nom for december 9 , 2000
( see attached file : hplnl 209 . xls )
- hplnl 209 . xls",1
"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",1
the wild thornberrys movie is a jolly surprise .,1
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .,0
"Subject: deal # 125822
the expected volume on the subject deal has been changed effective 3 / 28 / 01 :
meter # trade zone counterparty from to
9658 16 kcs resources 6 , 500 5 , 700
bob",1
"Subject: hplc / ocean energy inc . 09 / 99 purchase
daren , there are five hplc purchase deals for 09 / 99 from ocean energy inc .
they were craig falbaum ' s deals . a person who is no longer in my group
suspended payment for these deals . gary suggested that i contact you and see
if you have any insight as to why the deals might have been suspended , or
know anything that might help . thanks .",1
"Subject: re : may wellhead "" spot "" purchases - request
vance ,
based on the information below , nominations are being revised effective may 1 , 2001 :
counterparty meter # orig . nom rev . nom
barrett resources 0435 1 , 536 0
seneca resources 0435 3 , 073 4 , 609
total 4 , 609 4 , 609
bob
from : vance l taylor / enron @ enronxgate on 04 / 25 / 2001 08 : 42 am
to : robert cotten / hou / ect @ ect
cc : george weissman / hou / ect @ ect , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate
subject : re : may wellhead "" spot "" purchases - request
bob ,
hplc continues to purchase gas from both ocean and seneca on a term basis ; firm tickets were submitted for april origination beginning with the month of april . as for as barrett , they are selling their gas under a joa with seneca ; therefore , 100 % of barrett ' s production is being paid to seneca . consequently , you should see tickets in sitara for both counterparties .
let me know is you can ' t .
vlt
x 36353
- - - - - original message - - - - -
from : cotten , robert
sent : tuesday , april 24 , 2001 6 : 20 pm
to : taylor , vance l .
cc : weissman , george
subject : re : may wellhead "" spot "" purchases - request
vance ,
are we still purchasing gas at meter 435 from barrett resources , ocean energy and seneca resources ? they were on george ' s spreadsheet but they are not termed up . the only deals termed up are mariner , st . mary land , walter oil & gas and the meridian resource .
bob
from : vance l taylor / enron @ enronxgate on 04 / 24 / 2001 04 : 25 pm
to : robert cotten / hou / ect @ ect
cc : janie aguayo / hou / ect @ ect , lisa hesse / hou / ect @ ect , julie meyers / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate , george weissman / hou / ect @ ect
subject : may wellhead "" spot "" purchases - request
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the production month of may , 2001 . this production will be purchased on a "" spot "" basis and deal tickets should be created and entered into sitara based on the following information :
counterparty meter volume price
apache corporation 0435 1409 mmbtu / d 100 % if / hsc less $ 0 . 10
whiting petroleum corp 6523 113 mmbtu / d 85 % if / hsc
el paso merchant energy , lp 5923 622 mmbtu / d 100 % if / hsc less $ 0 . 26
el paso merchant energy , lp 5848 203 mmbtu / d 85 % if / hsc swift energy 2630 21 mmbtu / d 100 % if / hsc less $ 1 . 38
duke energy trading & marketing 6347 147 mmbtu / d 85 % if / hsc
hesco gathering oil co . 6063 289 mmbtu / d 85 % if / hsc
embassy natural gas inc . 6598 lmmbtu / d 85 % if / hsc
stone energy 9696 2745 mmbtu / d 100 % if / hsc less $ 0 . 20
the houston exploration 9696 3407 mmbtu / d 100 % if / hsc less $ 0 . 20
amerada hess ( hess energy svcs ) 0435 1104 mmbtu / d 100 % if / hsc less $ 0 . 14
crosstex energy services , ltd . 0435 656 mmbtu / d 100 % if / hsc less $ 0 . 12
tri - union development 0435 149 mmbtu / d 100 % if / hsc less $ 0 . 055
ranger oil company 9871 200 mmbtu / d 85 % if / hsc if 300 / d
these are producer svcs . deals and should be tracked in the im wellhead portfolio . . . attached to the gathering contract .
additionally , if at all possible , please do not confirm the apache and crosstex deals as we expect to receive term firm contracts in the very near future .
thanks ,
vlt
x 3 - 6353",1
"this one is not nearly as dreadful as expected . in fact , it's quite fun in places .",1
devoid of any of the qualities that made the first film so special .,0
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller's film is one of 2002's involvingly adult surprises .",1
"nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",0
a fan film that for the uninitiated plays better on video with the sound turned down .,0
"it's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .",0
"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",0
a well-made thriller with a certain level of intelligence and non-reactionary morality .,1
no doubt the star and everyone else involved had their hearts in the right place . where their heads were is anyone's guess .,0
"sweet home alabama isn't going to win any academy awards , but this date-night diversion will definitely win some hearts .",1
huppert and girardot give performances of exceptional honesty .,1
"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years",1
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .",1
"with a confrontational stance , todd solondz takes aim on political correctness and suburban families .",1
"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
fred :
i have run this issue by clem cernosek for further research , and expect to
have his answer this afternoon . in the meantime , it is my understanding that
this well is behind the big cowboy system . at this time , we have deal ticket
380710 , purchase from ccgm , l . p . on hplc / hplc . this deal should probably be
on gulf energy / bigcowboy . the producer , as i understand it , is acock
production , however , i may be mis - informed . any insight which any of you can
shed on this deal would be very welcome , i would like to capture this
accurately and definitively as early on as possible , so as to prevent any
future issues .
thank you all for your patience and assistance ,
mary",0
schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . .,0
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .,0
"Subject: neon september 13
hey guys and girls ,
?
here ' s an idea for an icebreaker activity for our 2 nd week of neon . ? this is
only an idea , you can use it or do something totally different . ? again , let
me know along the way if you have something that has worked well for your
group so we can share in the wealth .
?
someone in your group should have a couple of classic books full of
icebreaker - game type of activities , building community in youth groups , and
youth group trust builders . ? we all at one time had a selection of
icebreakers in a gray binder that you might still have somewhere in a
drawer . ? spend time in the games and forced interactions , especially over
the beginning of the semester . ? if you don ' t have these resources , let me
know . ? even if some of these ideas may seem familiar to you , remember that
you may have been doing this far longer than the oldest kids have been in
your group . ? but again , if you have any ideas for resources let me know .
?
in addition to the ideas to think about at the top of the 2 nd weeks topic , a
couple of additional thoughts given me by leaders :
? ? ? - realize and possibly communicate in a low key manner to the freshman
that their expectations of neon may not initially be met . ? they may be
coming in with ideas of what neon is , only to possibly be disappointed . ? in
a sense it is similar to going to a restaurant or movie after tons of people
have recommended it to you , and being a little let down . ? more importantly ,
they need to realize that neon is not an event , it is a process . ? the teens
who say they love it are most often the ones who have been in it long enough
to have built relationships and to have shared a bunch of common
experiences . ? with time and a commitment on their part to be at neon weekly ,
their expectations will ultimately be met .
? ? ? - remember that the best quality time you have with the kids is probably
before or after neon , or at other non - neon times .
?
have fun loving on your kids wednesday !
?
bobby
- neon opening lesson . doc",1
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .",0
"[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history .",1
"Subject: natural gas nomination for december 2000 - - r e v i s i o n # 2
please revise the natural gas nomination for the mtbe plant for december 2000
as follows :
10 , 500 mmbtu for the entire month of december .
- - - - - - - - - - - - - - - - - - - - - - forwarded by michael mitcham / gpgfin / enron on
11 / 29 / 2000 08 : 43 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
maritta mullet
11 / 27 / 2000 05 : 08 pm
to : david bush / ecf / enron @ enron , mark diedrich / gpgfin / enron @ enron , steven m
elliott / hou / ect @ ect , daren j farmer / hou / ect @ ect , paul fox / ecf / enron @ enron ,
david m johnson / ecf / enron @ enron , robert e lee / hou / ect @ ect , anita
luong / hou / ect @ ect , gregg lenart / hou / ect @ ect , thomas meers / gpgfin / enron @ enron ,
michael mitcham / gpgfin / enron @ enron , john l nowlan / hou / ect @ ect , lee l
papayoti / hou / ect @ ect , james prentice / gpgfin / enron @ enron , kerry
roper / gpgfin / enron @ enron , sally shuler / gpgfin / enron @ enron
cc :
subject : natural gas nomination for december 2000 - - r e v i s i o n
please revise the natural gas nomination for the mtbe plant for december 2000
as follows :
10 , 000 mmbtu for the first 15 days of the month
2 , 000 mmbut for the last half of the month
- - - - - - - - - - - - - - - - - - - - - - forwarded by maritta mullet / gpgfin / enron on 11 / 27 / 2000
05 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
maritta mullet
11 / 27 / 2000 04 : 44 pm
to : david bush / ecf / enron @ enron , mark diedrich / gpgfin / enron @ enron , steven m
elliott / hou / ect @ ect , daren j farmer / hou / ect @ ect , paul fox / ecf / enron @ enron ,
david m johnson / ecf / enron @ enron , robert e lee / hou / ect @ ect , anita
luong / hou / ect @ ect , gregg lenart / hou / ect @ ect , thomas meers / gpgfin / enron @ enron ,
michael mitcham / gpgfin / enron @ enron , john l nowlan / hou / ect @ ect , lee l
papayoti / hou / ect @ ect , james prentice / gpgfin / enron @ enron , kerry
roper / gpgfin / enron @ enron , sally shuler / gpgfin / enron @ enron
cc :
subject : natural gas nomination for december 2000
enron methanol nominates the following natural gas requirements for the
methanol plant for december 2000 :
33 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for december 2000 :
12 , 000 mmbtu per day for the first 15 days of the month . none for the last
half of the month . mtbe plant will be down after december 15 .",0
much of the cast is stiff or just plain bad .,0
constantly slips from the grasp of its maker .,0
toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away .,1
"Subject: deal # 413652 - meter # 9603
the subject volume was revised from 35 , 517 to 38 , 488 effective 12 / 5 / 00 .
bob",1
serious and thoughtful .,1
"Subject: hpl nom for august 4 , 2000
( see attached file : hplo 804 . xls )
- hplo 804 . xls",1
"Subject: re : 3 - rivers / king ranch / hplr liquids
i have identified the additional hplc wellhead purchases and have made
corrections to the interconnect tickets accordingly . jackie is still having
difficulty identifying all the wellhead purchase . we feel there are at least
6 meters flowing a total of appox . 7000 a day that are not showing up on a
hplc purchase or a hplr transport . i believe she has given you this
information and will await instructions or for the purchases to be input
reflecting the proper enron entity purchasing these volumes .
we have worked very hard on this issue and i apologize that it has not yet
been entirely corrected .",1
the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .,0
"koury frighteningly and honestly exposes one teenager's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",1
"to better understand why this didn't connect with me would require another viewing , and i won't be sitting through this one again . . . that in itself is commentary enough .",0
"Subject: re : meter 984132 for 1 / 16 / 99
on day 5 in mops ( hpl / ena ) there is a delivery nom of 10 . 0 pathed to the ena
201 k . on day 16 in mops ( hpl / ena ) there is not a deal ( which is strange
because day 16 in pops references adonis ) . the deal on the 5 th was a swing
deal .
daren j farmer
08 / 23 / 2000 12 : 59 pm
to : jackie young / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
jackie ,
what does mops show for the days in question ? it would be incorrect to add
any days to the adonis ticket mentioned below . it sounds as if the meter was
allocated incorrectly in pops and / or a deal was not pathed correctly in
mops . let me know what you find in mops .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 08 / 23 / 2000
12 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary w lamphier 08 / 22 / 2000 02 : 51 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm
to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron
cc : gary w lamphier / hou / ect @ ect
subject : meter 984132 for 1 / 16 / 99
here is the issue for 1 / 16 / 99 at meter 984132 .
20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and
day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where
10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was
invoiced and paid by adonis . we are trying to clear the feedback error
report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is
not valid for the deal ?
when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day
that is confirmed ( the 5 th and 16 th ) .
should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated
to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be
added to the deal .",0
"Subject: fw : waha hub co .
are you guys able to attend ?
regards ,
brian
- - - - - original message - - - - -
from : herber , stephen
sent : tuesday , november 13 , 2001 1 : 47 pm
to : redmond , brian ; miller , kent ; watson , kimberly ; williams , jo ; mercaldo , vernon ; stage , michael g .
cc : wehring , linda ; robertson , audrey
subject : waha hub co .
a meeting has been scheduled for 3 : 30 p . m . on wednesday , november 14 in ecn 1336 . the purpose of the meeting is to discuss ena ' s desire to create a waha header using facilities owned by northern and / or transwestern . we will tie jo in via conference call . see you tomorrow .
thanks ,
steve",0
a comic gem with some serious sparkles .,1
i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .,0
"( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent's smirk .",1
. . . a weak and ineffective ghost story without a conclusion or pay off .,0
"Subject: new coastal production
coastal plans to bring up the monte cristo ( meter 9873 ) today . hpl is buying
the residue ( net 15 % pvr ) at stratton effective today ( vol . of 34 m ) . this
gas is to be transported by hpl to the inlet ( meter 980415 ) and may or may
not be repurchased at the tailgate . at this time , this gas is scheduled on
the strangers it agmt . , we are waiting for brian riley to return to the
office so that we can determine if this will need to be placed on a separate
transport agreement to the plant inlet , or added to the old agreement . i
will try to keep everyone apprised to the extent that i am in the loop .
mary",0
genuinely unnerving .,1
"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example .",0
one of those films that started with a great premise and then just fell apart .,0
"Subject: may 23 nom
- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 05 / 22 / 2001 09 : 30 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
ronald _ s _ fancher @ reliantenergy . com on 05 / 22 / 2001 09 : 21 : 58 am
to : tom . acton @ enron . com
cc :
subject : may 23 nom
( see attached file : hpl - may . xls )
- hpl - may . xls",1
"the vintage is pure '87 , with a halfhearted twist on its cautionary message : fatal attraction = don't have an affair with a nutjob ; unfaithful = don't if you're married to one .",0
don't let your festive spirit go this far .,0
"o ótimo esforço do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos são explicados .",0
"movie fans , get ready to take off . . . the other direction .",0
"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .",0
a delightful entree in the tradition of food movies .,1
thin period piece .,0
displays the potential for a better movie than what bailly manages to deliver,0
"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre .",1
"philip k . dick must be turning in his grave , along with my stomach .",0
"Subject: re : meter # : 1266 ; august 2000 / allocation exception
conoco has nominated 5 . 0 / d at this meter . conoco transport can be allocated
the entire meter flow for the days in which the meter flow
exceed 5 . 0 mm because they are the only party doing business at the meter .
hpl may also be able to extract a sell for this overage which is why i
wanted you to be aware of the daily activity thus far .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 21 / 2000
01 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 08 / 21 / 2000 01 : 44 pm
to : robert e lloyd / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect , anita luong / hou / ect @ ect , daren j
farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; august 2000 / allocation exception
why are these volumes flowing ?
from : robert e lloyd 08 / 21 / 2000 01 : 36 pm
to : lee l papayoti / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect , anita luong / hou / ect @ ect , daren j
farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; august 2000 / allocation exception
should i roll this deal to cover august 2000 activity ?
volumes todate are as follows : 82 mm 8 / 16
85 mm 8 / 17
65 mm 8 / 18
57 mm 8 / 19
60 mm 8 / 20
sitara ticket # : 363514
these small meter flows are causing allocation exceptions for august .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 21 / 2000
01 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 11 / 2000 03 : 17 pm
to : howard b camp / hou / ect @ ect , rita wynne / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 11 / 2000
03 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd on 08 / 11 / 2000 03 : 16 pm
to : lee l papayoti / hou / ect @ ect
cc :
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
the volumes are as follows : july lst 414 mmbtu
july 31 12 mmbtu
total : 426 mmbtu ' s
also , the sitara deal # is : 363514
from : lee l papayoti on 08 / 11 / 2000 02 : 02 pm
to : robert e lloyd / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
please set up a ticket priced at gas daily houston ship channel midpoint
minus $ 0 . 03
also , can you let me know the exact volumes in question on july 1 and july
31 ? dorcheus wants to know . me too .
thanks
lee
to : lee l papayoti / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
just a reminder that "" allocation close "" is monday , august 14 th .
a sitara ticket is needed to set up an acctg . arrangement which will
eliminate the allocation exception for meter # 981266
{ victoria station # 2 / brandywine } .
from : lee l papayoti on 08 / 09 / 2000 03 : 33 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
i ' ll get you a price tomorrow when i meet with him . . .
from : robert e lloyd 08 / 09 / 2000 12 : 50 pm
to : lee l papayoti / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
i spoke with bob dorcheus , brandywine about this issue and he suggest you
and he get together and agree on a
price because the gas flowed into the plant .
this gas flowed without a nomination .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000
12 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 09 / 2000 11 : 27 am
to : robert e lloyd / hou / ect @ ect
cc : earl tisdale / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
the volumes on meter # 1266 for 7 / 1 / 00 and 7 / 31 / 00 are valid gas flow . 7 / 1 / 00
volumes are carry over from june activity ( meter was shut in a little after
9 : 00 am on 7 / 1 / 00 ) . 7 / 31 / 00 volumes were caused by the plant bringing on
the meter before 9 : 00 am on 8 / 1 / 00 .
if you have any questions please call . 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 09 / 2000 11 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 09 / 2000 11 : 17 am
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
please verify the volume on meter # : 1266 for july lst & 31 st are valid gas
flow .
brandywine did not nominate any activity at this meter for july 2000 .",1
it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring .,0
you could nap for an hour and not miss a thing .,0
"Subject: february buyback deals
just in case you want to have around . . . . . . . . . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth seaman / hou / ect on 02 / 07 / 2000
10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 02 / 07 / 2000 10 : 17 am
to : julie meyers / hou / ect @ ect , robert e lloyd / hou / ect @ ect
cc :
subject : february buyback deals
attached is my list for feb . please let me know if you see anything out of
the ordinary .
ken",1
"Subject: cornhusker contact information - revised
apache
vernon tiger
phone : 713 - 296 - 6617
fax : 713 - 296 - 6319
2000 post oak blvd . # 100
houston , tx 77056 - 4400
lone star pipeline
lisa mcauliff ( contracts ) wilma easter ( scheduling )
phone : 214 - 875 - 5224 phone : 214 - 875 - 3296
fax : 214 - 875 - 5134 fax : 214 - 875 - 3810
301 s . harwood # 801 n
dallas , tx 75201
williams energy
jeff goforth
phone : 918 - 573 - 8125
fax : 918 - 573 - 1530
po box 2848
tulsa , ok 74101
cinergy marketing & trading ( agent for apache )
lisa hughes
phone : 281 - 583 - 6279
fax : 281 - 583 - 4353
616 fm 1960 w # 800
houston , tx 77090
( note : cinergy will be moving downtown next month )
white pine energy , llc
michael mazowita - director of asset mgmt
phone : 248 - 442 - 4823
fax : 248 - 477 - 5729
cell : 248 - 345 - 4002
19436 auburndale street
livonia , mi 48152
cleburne plant
mike gough - plant manager ken riesz - operations supervisor
phone : 817 - 641 - 5041 phone : same
fax : 817 - 641 - 5042
tenaska iv texas partners
831 sparks drive
cleburne , tx 76031",1
"frankly , it's pretty stupid . i had more fun with ben stiller's zoolander , which i thought was rather clever . but there's plenty to offend everyone . . .",0
this angst-ridden territory was covered earlier and much better in ordinary people .,0
a mesmerizing cinematic poem from the first frame to the last .,1
"enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",1
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .,1
"impostor doesn't do much with its template , despite a remarkably strong cast .",0
"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness .",0
"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the door . the same should go for movie theaters .",0
astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment .,1
"Subject: epgt
clarissa - thanks so much for all your help with this pipe ! everything looks great . i just have a couple of paths
that i need to finish it :
january 2000 - i need deal # 854688 pathed for epgt and for tetc . according to the invoice , we should have
11 , 129 dth on the interconnect .
february 2000 - i need deal # 871184 pathed for hpl and chan . hpl should have 3 , 600 dth and chan should
have 11 , 500 dth on the interconnect .
july 2000 - deal # 871172 has an interconnect issue . according to mops contract # 105124 , they received 8 , 275 dth
on the matagorda 624 , but according to epgt , they delivered 10 , 362 dth to hpl ( ? ) could this possibly
need to be split somehow , or do you have any other ideas ?
let me know . thanks , gloria 3 - 7118",1
a retread of material already thoroughly plumbed by martin scorsese .,0
our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  and i know this because i've seen 'jackass : the movie . ',0
"Subject: correction to 4 / 5 / 00 nomination for eastrans
in bruce mcmills absence , i am sending the following correction for eastrans
nominations . bruce has confirmed the correction with darren farmer .
correction for 4 / 5 / 2000 nomination :
deliveries :
75 , 000 mmbtu into eastrans
redeliveries :
20 , 000 into pg & e
7 , 800 from fuels cotton valley into hpl
12 , 200 into hpl ' s carwheel at carthage
20 , 000 into mobil beaumont at hsc - $ . 0375
15 , 000 into mobil beaumont at hsc - $ . 055",1
"a beautiful , entertaining two hours . you get the idea , though , that kapur intended the film to be more than that .",1
hard-core slasher aficionados will find things to like . . . but overall the halloween series has lost its edge .,0
"mr . wedge and mr . saldanha handle the mix of verbal jokes and slapstick well . their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i'd hoped the movie would avoid .",0
